Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,price_per_sqft,total_bathrooms,age_at_sale,quality_x_area,SalePrice_log,age_group
847,907192030,60,68.0,-0.1481959574750002,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831,829,0,0.3312911300647821,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Unknown,Attchd,2002.0,RFn,493.0,TA,TA,Y,144,68,0,0,0,0,0,7,2009,WD ,Normal,195000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,588606.1602731978,2.5,7,2.319037910453475,12.180759965737863,New
194,903225150,30,50.0,-0.6370649870890898,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Rec,188.0,Unf,0.0,577.0,765.0,GasA,TA,N,FuseF,765,0,0,-1.4427002883704627,1.0,0.0,1,0,2,1,Gd,4,Typ,0,Unknown,Detchd,1926.0,Unf,200.0,Fa,TA,P,135,0,41,0,0,0,0,4,2010,WD ,Normal,87000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-60303.58536787079,1.0,85,-5.770801153481851,11.373674891823535,Old
1465,907262060,60,41.0,0.0965491475668691,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1129.0,1129.0,GasA,Ex,Y,SBrkr,1129,1198,0,1.6533607122952945,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,RFn,596.0,TA,TA,Y,0,57,0,0,0,0,0,8,2008,WD ,Normal,240000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,145158.88651231927,2.5,5,11.573524986067062,12.388398368982116,New
947,914465020,60,75.0,-0.0003550056984395,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,CemntBd,CmentBd,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,445.0,BLQ,250.0,412.0,1107.0,GasA,Ex,Y,SBrkr,1040,1012,0,1.1082795502062526,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2000.0,Fin,642.0,TA,TA,Y,210,91,0,0,0,0,0,5,2009,WD ,Normal,251000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,226477.1554733537,2.5,9,8.86623640165002,12.433212202169727,New
2022,903236130,70,47.0,-0.2947945483122621,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,8,1918,1995,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1100.0,1100.0,GasA,Ex,Y,FuseA,1100,1164,0,1.5284875733439869,0.0,0.0,2,1,4,1,TA,8,Typ,0,Unknown,Detchd,1950.0,Unf,408.0,TA,TA,Y,0,152,0,0,0,0,0,5,2007,WD ,Normal,200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,130848.2996446252,2.5,89,9.17092544006392,12.206077645517674,Old
1630,527165170,60,68.0,-0.3072181577052504,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,903.0,903.0,GasA,Gd,Y,SBrkr,910,732,0,0.2956130903644085,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,392.0,TA,TA,Y,290,84,0,0,0,0,0,7,2007,WD ,Normal,168000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,568310.4215476481,2.5,14,1.7736785421864512,12.031725210748633,Recent
118,534202160,20,80.0,-0.065578955011628,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,172.0,TA,TA,CBlock,TA,TA,No,Rec,698.0,Unf,0.0,534.0,1232.0,GasA,TA,Y,SBrkr,1232,0,0,-0.5170533694774355,1.0,0.0,1,1,3,1,TA,6,Typ,0,Unknown,Attchd,1966.0,RFn,490.0,TA,TA,Y,0,224,0,0,0,0,0,4,2010,WD ,Normal,142250.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-275116.6676348444,1.5,44,-2.5852668473871776,11.865348381840844,Old
646,535325290,20,60.0,0.0380339473258943,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1005.0,1005.0,GasA,TA,Y,SBrkr,1005,0,0,-0.9669930923654808,0.0,0.0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977.0,Unf,672.0,Fa,Fa,Y,0,0,0,0,0,0,0,11,2009,WD ,Normal,115000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-118925.35831738396,1.0,54,-3.867972369461924,11.652696102959752,Old
1871,534175010,90,68.0,0.1704696234551495,Pave,IR1,Lvl,AllPub,Corner,Gtl,Feedr,RRAn,Duplex,1Story,5,6,1976,1976,Gable,CompShg,VinylSd,VinylSd,164.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1680.0,1680.0,GasA,Fa,Y,SBrkr,1680,0,0,0.3709333963985307,0.0,0.0,2,0,4,2,TA,8,Typ,0,Unknown,Detchd,1976.0,Unf,528.0,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD ,Normal,136905.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,369082.4318576841,2.0,31,1.8546669819926531,11.827049837927534,Old
4,526353030,20,93.0,0.1282293515189893,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065.0,Unf,0.0,1045.0,2110.0,GasA,Ex,Y,SBrkr,2110,0,0,1.2232421225741232,1.0,0.0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,522.0,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD ,Normal,244000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,199469.9131898269,2.5,42,8.562694858018862,12.404927602627597,Old
75,531380080,60,68.0,-0.1550289426411438,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,0.0,253.0,948.0,GasA,Ex,Y,SBrkr,1222,888,0,1.2232421225741232,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,463.0,TA,TA,Y,0,130,0,0,0,0,0,5,2010,WD ,Normal,205000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,167587.42706522346,2.5,16,8.562694858018862,12.230770136157428,Recent
1756,528280110,60,62.0,-0.2746683010956211,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,Ex,Y,SBrkr,953,694,0,0.3055236569478456,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1999.0,RFn,460.0,TA,TA,Y,0,40,0,0,0,0,0,8,2007,WD ,Normal,175000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,572787.069087332,2.5,8,1.833141941687074,12.07254696717504,New
468,528221070,60,122.0,0.2215306580603314,Pave,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Ex,Y,SBrkr,684,876,0,0.1330797983960397,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,400.0,TA,TA,Y,100,38,0,0,0,0,0,3,2009,WD ,Normal,174000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1307486.2007393753,2.5,4,0.7984787903762384,12.066816325306588,New
6,527105030,60,78.0,-0.0186177115061323,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,20.0,TA,TA,PConc,TA,TA,No,GLQ,602.0,Unf,0.0,324.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,0.2202927843302864,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,1998.0,Fin,470.0,TA,TA,Y,360,36,0,0,0,0,0,6,2010,WD ,Normal,195500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,887455.3045136764,2.5,12,1.3217567059817186,12.18332077348399,Recent
1247,535302130,20,102.0,-0.0937805483337115,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,84.0,TA,TA,CBlock,TA,TA,No,Rec,500.0,LwQ,196.0,456.0,1152.0,GasA,TA,Y,SBrkr,1152,0,0,-0.6756224348124295,0.0,0.0,1,1,3,1,TA,6,Typ,0,Unknown,Detchd,1971.0,Unf,636.0,TA,TA,Y,0,0,0,0,0,0,0,5,2008,WD ,Normal,137500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-203516.03634680013,1.5,55,-3.378112174062147,11.83138646878959,Old
920,909275080,50,60.0,0.4413043082222944,Pave,Reg,HLS,AllPub,Inside,Mod,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,0.0,112.0,840.0,GasA,Ex,Y,SBrkr,840,727,0,0.1469545916128517,1.0,0.0,1,1,2,1,TA,6,Min2,2,TA,Detchd,1961.0,Unf,440.0,TA,TA,Y,0,21,150,0,0,0,0,2,2009,WD ,Normal,205000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1394988.7359768078,1.5,69,0.7347729580642586,12.230770136157428,Old
229,905109130,60,80.0,0.481059858279857,Pave,Reg,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201.0,Unf,0.0,105.0,1306.0,GasA,Ex,Y,SBrkr,1306,954,0,1.5205591200772368,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Unknown,Attchd,1996.0,RFn,533.0,TA,TA,Y,296,44,0,0,0,0,0,4,2010,WD ,Normal,328000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,215710.12640622564,2.5,14,10.643913840540655,12.700771936142122,Recent
1064,528164060,20,106.0,0.3220376580496067,Pave,Reg,HLS,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,MetalSd,MetalSd,680.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2257.0,Unf,0.0,278.0,2535.0,GasA,Ex,Y,SBrkr,2470,0,0,1.936802916581596,2.0,0.0,1,1,1,1,Ex,7,Typ,2,Gd,Attchd,2003.0,Fin,789.0,TA,TA,Y,154,65,0,0,216,144,0,2,2008,WD ,Normal,456666.3700000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,235783.60301418984,1.5,5,19.36802916581596,13.031710549280998,New
243,905475510,20,68.0,0.1331987952761846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1250.0,1250.0,GasA,Ex,Y,SBrkr,1298,0,0,-0.3862338905760655,0.0,0.0,2,0,3,1,TA,5,Typ,0,Unknown,Detchd,1964.0,Unf,504.0,TA,Fa,N,0,144,0,0,0,0,0,6,2010,COD,Normal,114000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-295157.94129295513,2.0,46,-1.931169452880328,11.643962499267984,Old
2223,909428120,20,68.0,1.3507125157890378,Pave,Reg,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35.0,Rec,869.0,905.0,1809.0,GasA,TA,Y,SBrkr,2259,0,0,1.5185770067605495,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Basment,1953.0,Unf,450.0,TA,TA,Y,166,120,192,0,0,0,0,10,2007,COD,Abnorml,217000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,142896.93511355578,2.0,54,9.111462040563296,12.28765724080691,Old
1161,533208080,160,35.0,-0.7591890674221647,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625.0,625.0,GasA,Ex,Y,SBrkr,625,625,0,-0.4813753297770619,0.0,0.0,2,1,2,1,Gd,5,Typ,0,Unknown,Detchd,2006.0,Fin,625.0,TA,TA,Y,0,54,0,0,0,0,0,3,2008,WD ,Normal,171900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-357101.80677437625,2.5,2,-3.369627308439433,12.05467400868968,New
2454,528366040,60,68.0,0.3052657853690725,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,420.0,Gd,TA,PConc,Gd,TA,No,LwQ,247.0,GLQ,1039.0,0.0,1286.0,GasA,Ex,Y,SBrkr,1565,1234,0,2.5889181977717586,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,704.0,TA,TA,Y,432,136,0,0,0,0,0,10,2006,WD ,Normal,315000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,121672.44228539766,2.5,13,20.71134558217407,12.660331092405906,Recent
1527,909252220,50,63.0,0.675365109186194,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,Ex,Y,SBrkr,676,588,0,-0.4536257433434379,0.0,0.0,1,0,3,1,TA,6,Typ,0,Unknown,Detchd,1994.0,Unf,400.0,TA,TA,Y,424,0,0,0,0,0,400,1,2008,WD ,Normal,147500.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-325157.9130250737,1.0,94,-2.721754460060628,11.901590234400048,Old
1606,923277040,20,60.0,-0.438287236801277,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816.0,Unf,0.0,0.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,-1.3416125092194042,1.0,0.0,1,0,2,1,TA,4,Typ,0,Unknown,Detchd,1985.0,Fin,816.0,TA,TA,Y,0,0,0,0,0,0,0,6,2008,WD ,Normal,138000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-102861.29493551988,1.0,26,-6.708062546097021,11.8350162104899,Recent
2722,905200340,20,102.0,0.9680653464849982,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306.0,Rec,1085.0,372.0,1763.0,GasA,TA,Y,SBrkr,1779,0,0,0.5671626147505857,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,454.0,TA,TA,Y,0,418,0,0,312,0,0,7,2006,WD ,Abnorml,170000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,299737.668842575,1.5,51,2.835813073752929,12.04355959836804,Old
2271,916460020,20,68.0,-0.2920613542458047,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,203.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1491.0,1491.0,GasA,Ex,Y,SBrkr,1491,0,0,-0.0036860204553925,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1996.0,Fin,571.0,TA,TA,Y,0,35,0,0,0,0,0,11,2007,WD ,Normal,178000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-48290562.18057347,2.0,11,-0.0221161227323553,12.08954444723597,Recent
2484,531478010,20,68.0,-0.1525442207625461,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,Y,SBrkr,1056,0,0,-0.8659053132144222,1.0,0.0,1,0,2,1,TA,5,Typ,0,Unknown,Detchd,1966.0,Unf,384.0,TA,TA,Y,0,42,0,0,0,0,0,11,2006,WD ,Normal,107000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-123570.09290403075,1.0,40,-3.463621252857689,11.580593459194764,Old
1990,902300020,70,68.0,0.0259830462146956,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,9,1910,1999,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,725.0,725.0,GasA,Ex,N,SBrkr,909,863,0,0.5532878215337738,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Unknown,Detchd,1992.0,Unf,816.0,TA,TA,Y,0,0,0,0,0,0,0,5,2007,WD ,Normal,184900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,334184.1132295975,2.5,97,4.42630257227019,12.127575825689416,Old
2296,923230010,60,68.0,-0.2288251824354943,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,Gd,TA,No,Rec,531.0,Unf,0.0,185.0,716.0,GasA,Ex,Y,SBrkr,716,716,0,-0.1206307061399506,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1977.0,Fin,531.0,TA,TA,Y,0,136,0,0,240,0,0,6,2007,WD ,Normal,157000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1301492.837303425,1.5,30,-0.6031535306997531,11.964007453736912,Recent
1976,902106070,50,50.0,-0.5128288931592068,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Rec,276.0,Unf,0.0,569.0,845.0,GasA,TA,Y,SBrkr,866,430,0,-0.3901981172094403,0.0,0.0,1,0,3,1,TA,6,Typ,0,Unknown,Detchd,1980.0,Unf,576.0,TA,TA,Y,0,0,175,0,0,0,0,7,2007,WD ,Normal,127500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-326757.0866610919,1.0,80,-2.341188703256642,11.755879486687116,Old
1762,528322020,60,100.0,0.2563167643606987,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,515.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1181.0,Unf,0.0,598.0,1779.0,GasA,Ex,Y,SBrkr,1779,772,0,2.097354095233277,1.0,0.0,2,1,4,1,Gd,8,Typ,2,TA,Attchd,1998.0,Fin,925.0,TA,TA,Y,76,61,0,0,0,0,0,6,2007,WD ,Normal,384500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,183326.22081977729,2.5,10,16.77883276186622,12.859701668704687,New
1306,902207120,20,103.0,0.258056069675717,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Gd,Y,SBrkr,1588,0,0,0.1885789712632876,0.0,0.0,2,0,5,1,TA,6,Maj2,0,Unknown,Unknown,1979.0,Unknown,0.0,Unknown,Unknown,N,0,0,0,0,0,0,0,12,2008,WD ,Abnorml,65000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,344683.18267177936,2.0,59,0.5657369137898629,11.082157933374816,Old
1542,909428190,20,68.0,0.5777155393573059,Pave,IR1,Low,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,568.0,1296.0,GasA,Ex,Y,SBrkr,1640,0,0,0.2916488637310337,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,924.0,TA,TA,Y,108,0,0,216,0,0,0,11,2008,WD ,Normal,224000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,768046.880534322,1.0,54,1.7498931823862025,12.319405795112926,Old
623,535101120,90,65.0,-0.1470778326296313,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1584,0,0,0.1806505179965379,0.0,0.0,2,0,4,2,TA,8,Mod,0,Unknown,Detchd,1967.0,Unf,792.0,TA,TA,Y,0,152,0,0,0,0,0,4,2009,WD ,Normal,124000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,686408.2172317734,2.0,42,0.9032525899826896,11.728044909070784,Old
